t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp,Jsq,Jmax
0.264,0.12290951329783366,0.014227839392517302,1.3145065957200684e-11,0.00017989203185610447,-4.46063628488572e-5,4,0.01691986618464627,0.8550646199993661,1.0580988616484144
0.52,0.23494856792575453,0.012903337980426866,5.3845427538432025e-9,0.00017244796293130907,-6.024690613706463e-5,4,0.0248562428253107,0.7198079496347878,1.0181673010924337
0.771,0.22429173262570018,0.011966856615810022,4.063896822163663e-7,0.00013632535596514733,-5.875192440118127e-5,4,0.021779150764746232,0.7144778564850098,1.3773864890087504
1.026,0.17885626887966108,0.0097102592341437,5.112617431896547e-7,0.00011604394315348217,-5.506195081718769e-5,4,0.020570567977606126,0.555727586277202,1.1567730927696926
1.267,0.14800625341870086,0.007496141975141604,-1.4099515060474174e-5,0.0001090063710228992,-5.375709454188264e-5,4,0.02219659128987059,0.3935080819121356,0.8832197197047997
1.525,0.13336297556785476,0.0056563152555274224,-5.891335946741428e-5,0.00011175886570155345,-5.5145718610524996e-5,4,0.021450140715222315,0.26923663423318955,0.6601792305656913
1.786,0.1281470352019639,0.004417333126056156,-0.0001315575636704098,0.00012146330509085549,-5.8712928593952386e-5,4,0.025575300497699037,0.1930375729855099,0.5108820419227735
2.052,0.12260099187924842,0.003632460113304192,-0.0002108089313828861,0.0001360167094275909,-6.340603754082434e-5,8,0.03267074435234152,0.1472988766167723,0.3871134419434289
2.269,0.11494272267901515,0.003203951089209331,-0.00025545939023591664,0.0001496690765011474,-6.746900132835315e-5,8,0.032965584863724084,0.12305826484373047,0.3311806703364883
2.546,0.103469518431612,0.0028105816298099754,-0.00026894278040108315,0.00016628690584664176,-7.240927856602939e-5,4,0.038135698064828985,0.1019938069945277,0.2862965433996546
2.771,0.09506529423313087,0.0025526082527984563,-0.00024554140126377356,0.00017778987675970374,-7.576291671635193e-5,4,0.041221513683231605,0.08934263124179778,0.2624494509105768
3.001,0.08827737623728928,0.0023167152879849965,-0.0002031069981667437,0.00018701308132303997,-7.84266787020083e-5,4,0.04216782397048372,0.07876007609185705,0.2453569279680425
3.292,0.08156128645386232,0.002037201660143628,-0.0001527483777241364,0.00019473774833180484,-8.086652693991018e-5,4,0.038821916106248106,0.06720836132531746,0.2303825079729578
3.529,0.07627521169494225,0.0018282406967357282,-0.00013841415670434192,0.00019802160707826946,-8.236093646939044e-5,4,0.03627879636551101,0.05898102366610675,0.21757016312089164
3.769,0.06971769464855838,0.0016412401850238183,-0.0001554976508240969,0.00019945350290855073,-8.362558719225466e-5,4,0.03387818431899467,0.051788344068665865,0.20154292354085956
4.011,0.06134786633316142,0.001481174146322687,-0.00019795226088001084,0.00020032005632817976,-8.485845441320136e-5,4,0.031695883289775025,0.04569497212966378,0.18444325890542537
