t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp
6.008,0.2484829449487721,0.04330224109672402,0.005042171992241672,0.00036164561626144786,0.0001615187868989756,4,0.037556288773244975
6.254,0.24086095866806165,0.04044121932773913,0.0053820238444753435,0.0003549024504373335,0.00014022599060651889,4,0.045701119001447514
6.519,0.23091397236663377,0.037407192857595105,0.00587449789561207,0.00034727169424336426,0.00011756182774690527,4,0.040457911083250885
6.765,0.22034071451803,0.03478128892440501,0.006459860010272631,0.000339709372890313,9.756394987765806e-5,4,0.025420820492350952
7.013,0.20926247316649899,0.032399636327323164,0.007210957308022103,0.00033137026828698485,7.865168395404942e-5,8,0.012480289280614
7.265,0.19819530723762854,0.030285990028863303,0.008212451942300782,0.0003218359913086798,6.0606839427791676e-5,8,0.012252539989007648
7.52,0.18718912762280657,0.028421763793335747,0.009566129862307097,0.0003110112002510041,4.3213900219081795e-5,4,0.014346555790946505
7.756,0.17726020998047434,0.02690372419381182,0.011179007713035545,0.00030017879043668313,2.7701375368295645e-5,4,0.03644382136072433
8.014,0.16719922499858064,0.025420174711254958,0.013357400798618062,0.00028806959305716616,1.1209751042211108e-5,4,0.061788123447127884
8.254,0.15910161931775993,0.02417722587969011,0.01567991330720531,0.0002773402333229817,-3.404300495455076e-6,4,0.07767701068307269
8.518,0.15124771813735982,0.022889018638195677,0.01846384604636632,0.00026663372979225956,-1.8515036158930588e-5,4,0.08300967649667407
8.765,0.14430778760120935,0.021718643331845675,0.021158371725345994,0.0002581416147840454,-3.135128446807802e-5,4,0.0770170706991232
9.015,0.13728326831420617,0.02052994602248625,0.02392186748039229,0.00025104315714629164,-4.298401935674992e-5,4,0.06504064298022033
9.268,0.1304020598933194,0.019324239204849682,0.02671542471605877,0.0002451429887908416,-5.3262892289473014e-5,4,0.05497261247289021
9.5,0.12458472182726377,0.018232900932150888,0.02926489774426229,0.00024050270544135116,-6.141205546794969e-5,4,0.05248617549302638
9.756,0.11870478327429257,0.01707344979171606,0.03207608561591095,0.00023572423714574955,-6.910035629323138e-5,4,0.057713627761108575
10.012,0.11312191638227603,0.015993956988014507,0.03490630497511821,0.00023069892219608812,-7.554986906825405e-5,4,0.06576083405867253
10.269,0.10763501247894579,0.015020650578285189,0.03775735598024387,0.0002251834658769157,-8.096474454285155e-5,4,0.06771503315477742
10.504,0.10271150666630739,0.014233936741791069,0.04034894597482044,0.00021982757112827387,-8.51784610177929e-5,4,0.06205513285917895
10.765,0.09745420332927617,0.013464674118644047,0.04316616662800497,0.0002139865959185611,-8.920361584868678e-5,4,0.05108777009845086
11.003,0.0928695008443255,0.012831407534728058,0.0456763425756638,0.00020910805641842826,-9.2406887512314e-5,8,0.04133358843787514
11.268,0.08799854470264146,0.012177200841166955,0.048369737618888735,0.00020456526828925006,-9.541638183906636e-5,8,0.044032312078285236
11.511,0.08365751179428733,0.011596319897822735,0.050753620022236746,0.00020124196486262296,-9.759636186558592e-5,8,0.04645753435861301
11.756,0.07938598923002753,0.011015086207444772,0.053070582535121355,0.00019841962202991453,-9.910222085140692e-5,8,0.04951227369589729
12.005,0.07526152705015454,0.01043467913550041,0.055302104783430554,0.0001957741599748259,-9.981708031376936e-5,8,0.054140910059709335
12.256,0.07142451732218862,0.009867125007992273,0.05741462683470412,0.0001930337035310543,-9.968813298356921e-5,8,0.05909266696853627
12.51,0.06796326100906612,0.009327219899099688,0.05936513894283774,0.00019000164280345153,-9.877166379581253e-5,8,0.06272425603823481
12.768,0.0648259898072396,0.008826297973091861,0.06111467118178994,0.00018660894875382233,-9.723647352284447e-5,8,0.06484717452560111
13.002,0.062163325546123235,0.008412956304136448,0.06249994566317634,0.0001833038508381257,-9.553230615009424e-5,8,0.06689670073541482
13.265,0.05928921677113948,0.007994080317223665,0.06383051359801185,0.00017945294258452015,-9.354193689583575e-5,8,0.0696750215805291
13.503,0.05677057595114096,0.007648637936108464,0.06485490162535747,0.00017592433665170648,-9.183558818393586e-5,8,0.07201427454366015
13.77,0.05407453623938265,0.007292407309953387,0.06582558236714775,0.00017205438756445702,-9.012876127305786e-5,8,0.07480845119211632
14.011,0.05173938068739803,0.006990393255420103,0.06657200578995091,0.0001686995128217673,-8.87838665698534e-5,8,0.07817781262142309
14.254,0.04946951802485229,0.006701387589513504,0.06721824279793451,0.00016548945307090133,-8.756785419455542e-5,8,0.0825748705026175
14.524,0.047020229253546854,0.0063925580356401935,0.0678376923571637,0.00016208723946803337,-8.62595749005583e-5,8,0.08857706492407184
14.769,0.044912260585146656,0.006125081516604005,0.06831790695703921,0.0001591658667910477,-8.50440887861e-5,8,0.09449871908050271
15.014,0.0429285785227551,0.005867912499434599,0.0687306044634007,0.00015637708864225583,-8.376229848122002e-5,8,0.10003580729026454
15.261,0.04107822242996012,0.005621264684497854,0.06907826785805148,0.00015373194193870677,-8.242373282905718e-5,8,0.10529401022440714
15.508,0.03935052839951653,0.005384815527030044,0.06936222293654706,0.0001512374072377813,-8.105943787579476e-5,8,0.11014251755869002
15.757,0.037730191718004964,0.005157906810131597,0.06958322331705717,0.00014889930289561197,-7.971504523835769e-5,8,0.11487292036588446
16.007,0.03620290490104198,0.004939966197770753,0.0697423995661489,0.0001467230997224714,-7.842968512446151e-5,8,0.11981786099517548
16.258,0.034750119562209116,0.0047309207926545145,0.0698422407119067,0.00014469167484468696,-7.723017099394533e-5,8,0.12486967392516707
16.511,0.033348373781817854,0.004531366875272692,0.06988724950930618,0.000142761593925864,-7.612309427374364e-5,8,0.12977310702544284
16.765,0.03198016086024306,0.00434227766708227,0.06988361552363884,0.00014088623723817063,-7.509452649178425e-5,8,0.13419681112410978
17.021,0.030644446813958268,0.004164401232150708,0.06983824112831638,0.00013902586418539458,-7.411881001703025e-5,8,0.13808063429338008
17.278,0.02935280055459531,0.00399774207501624,0.06975797383213599,0.00013715600000936185,-7.317367813775381e-5,8,0.14223380460209767
17.507,0.028249835386166745,0.003858287914991658,0.06966210905714107,0.00013547552757002898,-7.234491016188038e-5,8,0.14613330532952853
17.766,0.02706115243553112,0.0037097231313248753,0.06953048709402433,0.00013356445875273943,-7.14172848175016e-5,4,0.15307607157376465
18.026,0.025925478354303325,0.0035682917614175565,0.0693757049689591,0.00013164852915984086,-7.049796739896061e-5,4,0.17001299459787733
