t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp
0.251,1.8061466755608626,0.27127883670162517,3.684096421965631e-6,3.7223122940908755e-5,2.984977955209555e-5,4,0.004238711137164156
0.503,1.105774146736064,0.2678325860566422,-3.4721304145481724e-5,7.801517750414448e-5,5.6294750965464686e-5,4,0.011843314747030825
0.753,0.985113435932149,0.20548202560902706,-8.746674030508936e-5,8.641086469494964e-5,5.3096946184724065e-5,4,0.010541266412276925
1.007,1.0060344832664136,0.17327105572745405,0.00010632452174278195,7.360643439156884e-5,2.1819922367290834e-5,4,0.02067706325643833
1.255,1.0114497216412959,0.17321135434832713,0.00010147726491253146,5.895026517810813e-5,-2.5402905553427445e-5,4,0.01710080156265811
1.506,0.9813948079759048,0.1615511412919917,0.00017409352706017057,8.548656329340776e-5,-7.845866054141268e-5,8,0.006516204878475661
1.756,0.9600513468589595,0.1450326597080572,0.000415780462311823,0.0001246177899120481,-0.00012345544296148308,4,0.018964871563898176
2.009,0.8704296002976749,0.1395808249198981,0.0005952946976462196,0.0001582307306955048,-0.00015814156626600204,8,0.009227946680584747
2.255,0.7685838169978434,0.13826314778792848,0.0005591461671438875,0.00018382413596292426,-0.00018324267580790025,4,0.04033983512748397
2.51,0.6927296204226333,0.1352939137937989,0.0005023473106286664,0.00020362440868419487,-0.0002023938295193835,4,0.05665897525165271
2.759,0.6458418892600911,0.12934566656159865,0.0005618357625216058,0.00021791200524957203,-0.0002158288652881401,4,0.07564582855949453
3.001,0.6333204227309643,0.12227308838983285,0.0006825032102838657,0.00022817900382236122,-0.000224024927376816,4,0.1121737227295144
3.257,0.6244993368945422,0.11750434670102539,0.0007359707709510587,0.00023609096558406463,-0.00022831539437184135,4,0.13306843922541448
3.503,0.5918513110339892,0.11499070513582624,0.0007223624995205027,0.00023958660648103032,-0.00022884480140444654,4,0.11643383641383327
3.752,0.5484134437703126,0.11109891251286834,0.0007480008935346085,0.00024009007248871434,-0.0002275133935038527,4,0.08196856402434471
4.0,0.5134707513762964,0.10665220392004686,0.000800491696522349,0.0002409653739406217,-0.00022636832623519954,4,0.03330270115093902
4.26,0.4906304052724612,0.10201518307150975,0.0008733517581511363,0.00024409683416604466,-0.0002267021604651161,4,0.045547592407591715
4.506,0.47715021531097707,0.09696948667423368,0.000946815726074404,0.00024766585358833743,-0.0002284041657348389,4,0.013910277527383351
4.755,0.4643259750671613,0.09144169030886533,0.0010152693468288337,0.000250759982654392,-0.00023111516743323606,4,0.01931121668598747
5.005,0.44683264915110044,0.08638155042237684,0.0010431183322290136,0.00025449331907547183,-0.0002349249092421698,4,0.04547535246449803
5.257,0.4219810959571096,0.08216035103350097,0.001035601978132407,0.00026040293652986914,-0.00023997941574693192,4,0.0652340972526275
5.501,0.3968493538778928,0.07871546204496244,0.0010408853286817238,0.000268214809991575,-0.00024584404590878263,4,0.07697819802448524
5.752,0.378434186146506,0.07543854699677957,0.0010763531803808179,0.000277600935429548,-0.0002525729016459282,4,0.06575440929934685
6.006,0.36811684908041364,0.07189586486837407,0.0011428670919936632,0.0002881015554770797,-0.000260085279970162,4,0.026744257463780667
6.261,0.3614118984437479,0.06782279268787882,0.0012420153901039023,0.00029933906558203067,-0.0002681703481681665,4,0.013524182372348115
6.505,0.3539802343113684,0.06346209521353532,0.0013561070421060286,0.00031023830131229294,-0.00027617643589261366,4,0.028961990032865082
6.76,0.34262891732346135,0.05867640506286472,0.001482924222393424,0.0003212523230653146,-0.0002847063755727582,4,0.02108495694818737
7.002,0.32866575864567327,0.054333374020879226,0.0016056289415128412,0.00033102271850799647,-0.00029284144658988574,4,0.006390788205982498
7.258,0.3130328530525613,0.050289831972949006,0.0017557512477972318,0.00034063384257148325,-0.00030128564996516035,4,0.01297861076128166
7.505,0.2984296708559455,0.04698937122377654,0.0019452503239265585,0.0003491645832051301,-0.0003088457212326709,4,0.022864404454837478
7.753,0.28330194255075336,0.04418365072075285,0.002222522190653189,0.0003565856216617973,-0.00031543668451702243,4,0.0076278957163575765
8.011,0.26725075902631606,0.04169381065426547,0.0026596431096719804,0.0003624713631572184,-0.0003210780580272494,4,0.03237152644485275
8.257,0.25351047332992477,0.03965537176428455,0.003242806106619732,0.00036612628298846614,-0.0003254333015403402,4,0.07691728172347673
8.504,0.24200390511854533,0.03779911616353631,0.003979762412201984,0.00036833100423437154,-0.0003291375246907467,4,0.10996139366905941
8.756,0.23189158046600244,0.035962441108446236,0.004858874277647504,0.0003697776812520595,-0.000332514835370564,4,0.11329501831613355
9.001,0.22217337794247008,0.034124513444662476,0.0058268383456688035,0.0003711088636478868,-0.000335651820432847,4,0.08678153450025132
9.251,0.21180395276935304,0.0321804536530494,0.006926511905287849,0.00037302041725144125,-0.0003390009493674709,4,0.04357128221719092
9.502,0.2018002634014305,0.030192772919940897,0.008163367471351945,0.0003759701526596986,-0.00034291481823452266,8,0.03190035708381351
9.752,0.19332889520713242,0.028247677613651292,0.009569171771638267,0.0003800373119957403,-0.0003476456129412898,8,0.037811035769105925
10.012,0.1855689308186206,0.026334737774670727,0.01131390484930505,0.0003853754036677782,-0.00035358812365413777,8,0.04635407621530484
10.26,0.17802821420341214,0.024708447288018368,0.013332342289744094,0.0003910804146638107,-0.0003599777361494131,8,0.05629022668749946
10.511,0.1698229097222115,0.02329491361500944,0.01582064762000267,0.00039676689473798027,-0.00036676955142706685,8,0.06876004707296889
10.752,0.16180970652349136,0.022138485201801023,0.018683225470705334,0.0004016073383212799,-0.00037327294228576565,8,0.08443526913639823
11.01,0.1538631613480821,0.021056688044745035,0.022211353177702595,0.0004057560302997533,-0.00037979682619089706,4,0.14098532098987474
11.258,0.1469478178547724,0.02009728065471337,0.025942626560122,0.0004088221201409346,-0.0003853079850877124,4,0.23118725125805717
11.51,0.13991866862441407,0.019136732865613047,0.029943896523702936,0.00041113614592356673,-0.00038987451639360633,4,0.34464839905719136
11.752,0.13262775145945485,0.0181896670184834,0.03389686472624991,0.0004125914424851529,-0.0003930610626887381,4,0.47871120884507423
12.013,0.12434398216932939,0.01714743475744681,0.038195515990229745,0.0004133373947416017,-0.0003951280384331498,12,0.29242060272454334
12.263,0.1166900814904484,0.016168658095969922,0.0422652525953656,0.0004132852147906232,-0.00039588287944527,4,0.4990839582614617
12.504,0.11029540249203144,0.015294778452398608,0.04599502750366056,0.00041249343779873536,-0.0003955493477429623,4,0.5235443463532955
12.764,0.10451521055055141,0.01444244082522851,0.04973642148868486,0.00041081552806785797,-0.0003941548209261996,4,0.42403561951456803
13.015,0.09959573116902269,0.013719657726745708,0.052959737247854,0.00040848212551039336,-0.0003920075347466419,4,0.34218854454891445
13.254,0.09496381955392193,0.013110283284472096,0.055671040741296494,0.0004057504018893493,-0.000389460631364743,4,0.28564460545046405
13.513,0.08991011874030513,0.01252546842446904,0.05822103851425438,0.00040247218212817454,-0.0003863978391864226,4,0.24543863053569084
13.759,0.0853641405774479,0.01202506809795278,0.060309998612303364,0.0003992818082506678,-0.0003833952994027361,4,0.22272746052882084
14.007,0.08120109600232192,0.01155447661101286,0.062143979816448994,0.00039618669409405294,-0.0003804446978164415,4,0.20808206370191687
14.257,0.07728795382110266,0.011100484694665697,0.063768254463376,0.00039330322168550465,-0.0003776510503478145,4,0.19659531672657893
14.506,0.07340552720766594,0.010658372482895655,0.06522970657533605,0.0003906776850390582,-0.0003750473556535567,4,0.18672117305927083
14.756,0.06953988552814531,0.010230490838585153,0.0665700982159492,0.0003882817863332494,-0.00037258840089857094,4,0.1773876045701502
15.007,0.06588245946026225,0.00982098542591834,0.06781846452873694,0.00038603921345122856,-0.0003701760161598283,4,0.1676886461863885
15.259,0.0625786293550355,0.009431527542673578,0.06897942244334136,0.0003838893761954772,-0.00036773792525273335,4,0.15844528711129505
