t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp
15.513,0.059551918634490185,0.009059614051753472,0.0700338251684363,0.00038180829081030664,-0.00036524475781549333,4,0.14934129445215372
15.753,0.05683450506663245,0.00872405141697589,0.07089765076665566,0.0003799347297803066,-0.00036287429158353294,4,0.14109512639685112
16.013,0.054008538696203125,0.008372546862051623,0.0716786887942858,0.0003780179436228222,-0.00036030288590136974,4,0.13416784269403625
16.26,0.0515194335541304,0.008050349000659932,0.07227212182153846,0.00037631374601840116,-0.00035788798212170903,4,0.1294582519906359
16.51,0.0491763155895647,0.007735449699996592,0.07274291801033743,0.00037466699521285517,-0.00035545637973611493,4,0.1250891782826879
16.761,0.04688184361123282,0.0074312000305461106,0.07310387645831003,0.00037304337708894854,-0.00035299636334440264,4,0.11998792337153304
17.014,0.044573679292340525,0.007141525117297099,0.07337076240278578,0.0003713880951689547,-0.0003504783207240943,4,0.11462118930473705
17.268,0.04231382384065563,0.006870354979725559,0.07356116543412605,0.00036965115793818876,-0.00034787665710041054,4,0.10960059833977713
17.504,0.040358468322345874,0.006637845843223706,0.073685080322204,0.00036794884319143594,-0.00034538049333349266,4,0.10555088576714518
17.76,0.03844558890985903,0.0064091234839614595,0.07377615988321963,0.00036601221707641623,-0.0003426022808573022,4,0.10112858930457906
18.017,0.03667137061920294,0.0062007242758207026,0.07383390766176624,0.00036397397051914,-0.0003397306188092634,4,0.09605210598158222
