t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp,Jsq,Jmax
0.252,2.0093957184555857,0.03878317529536333,-0.026398750975751718,0.025446093042047896,0.021958458687473658,1,0.3169572724006415,3.727907464764511,1.1834870964636752
0.505,1.8105545638449552,0.03860360312584002,-0.030924620985258413,0.03849838463372936,0.03180647758012007,1,0.24866561146373953,4.569271136926881,1.950847262280922
0.753,1.6841072317616663,0.04004044988140178,-0.033539916896327376,0.04513416297927792,0.037775913544848314,2,0.22330964295738814,5.831267265968012,2.622316590618196
1.0,1.6191030137946363,0.0410539097425573,-0.03511146388084714,0.04873702507074672,0.04115593597738861,2,0.24388721509812722,6.953076730941417,2.5656647438929925
1.253,1.5639220640974616,0.041310558153174505,-0.03608914960527925,0.05110823114375621,0.04274265742300035,7,0.2445410021054553,7.829376823487019,2.2328239697381855
1.505,1.4963598547118677,0.04098396389023738,-0.03674643299556356,0.05267470035011441,0.04325809211577834,11,0.19052052485542167,8.513846792068142,2.2473153039807525
1.752,1.4227701706290832,0.040128727938138105,-0.03720621578129561,0.05352145850173128,0.04307083886555514,11,0.17732529494911778,8.938635887990603,2.638519719864561
2.0,1.3522709477153032,0.038678258490094236,-0.037600391105745194,0.054104112184189646,0.04251328428024155,11,0.17423688681208627,8.95318646245898,2.7645661886221915
2.251,1.2845535478372077,0.03674441896137708,-0.03805462260726068,0.05483367790945463,0.04194626426945444,4,0.2064512757267825,8.663628920902589,2.4750377159086767
2.505,1.2194674164665478,0.034642274111901974,-0.03860788155921932,0.055502069774722315,0.04136276517053698,2,0.24680449536309057,8.21140076270322,2.4100632544364227
2.755,1.1577805216605785,0.03259667162735723,-0.03927567113241878,0.055648683788528094,0.04043991485009974,3,0.33232962010986955,7.680421329810927,2.4030230911629142
3.005,1.0969495713794621,0.030514516771590342,-0.04002267651472276,0.055240143574159656,0.03890308938406512,3,0.36997320084662966,7.075959366607892,2.1990211797811643
3.254,1.040628136975774,0.02856858537074099,-0.040719552091628405,0.05446119158949648,0.03701562906373417,3,0.3395157188380859,6.518540914971772,1.9452017031813307
3.501,0.9898740564184085,0.026863124948034913,-0.04125344321522198,0.05348567582394201,0.03512547783482603,3,0.2508556056159762,6.077757174731659,1.9119190824986867
3.753,0.9410196586977471,0.025313516062795954,-0.04161924848396915,0.052473213310850614,0.0333489092911705,3,0.21315414343570013,5.72326670000951,1.767096511407306
4.004,0.8938112752026249,0.0238874086763997,-0.041850869856272434,0.05163228455350129,0.031842718741666734,6,0.20075792900189418,5.409928796294857,1.9077024451795643
4.255,0.8487669692691107,0.02249495264360729,-0.04192797151323294,0.0510896290530397,0.030732382107320943,6,0.2377596304560329,5.072660646617472,2.0594496937420215
4.503,0.808061382731535,0.021192867012292227,-0.04183942439012873,0.05084434815721039,0.03008387427419478,1,0.2048964137431219,4.738056912834765,1.986348301133534
4.752,0.7697426405303052,0.01997261645309658,-0.041635043123771295,0.05067940435584756,0.029786857224751072,3,0.2260462294146275,4.419223792282135,1.7251583537873458
5.005,0.7329562766963459,0.0188241187356995,-0.04141401642245517,0.05027674427572047,0.029609797429893732,3,0.19242925657610277,4.124056533898571,1.8022434078471186
5.254,0.6997158220383273,0.01779364858794917,-0.041248352708138085,0.049530713856720046,0.029446004255720123,11,0.201047018063667,3.860261046170634,1.672371323533216
5.503,0.6690845103720827,0.01689609051271916,-0.04114360411007101,0.04856221161992295,0.029310605640602946,8,0.24387725193080376,3.640043294756083,1.5704782652554259
5.752,0.6400101824096569,0.01605382400505885,-0.04110250137428827,0.0475366894257862,0.029211514570973325,8,0.27679311274659607,3.433038602025933,1.539659847532008
6.001,0.6102912180106501,0.015192507703263096,-0.04108412788328825,0.04652516996357641,0.029091347876425235,8,0.24296811552160907,3.202213851789802,1.5523980941330844
6.253,0.5803765131000974,0.014387708994118214,-0.04105331133721136,0.0454788218022588,0.028910442741396716,4,0.23501629495912113,2.982963691965485,1.4086061053496468
6.504,0.5521952212553086,0.013689125850856144,-0.04100365857172857,0.044352424594301866,0.028689950910216113,4,0.245391234747951,2.7961803864170105,1.4280716155911477
6.752,0.5265277427109025,0.013087088290578955,-0.04094774506816129,0.043154354950484815,0.0284804572356405,1,0.28522812280118065,2.642241317162419,1.4198704062240506
7.003,0.5023657482095679,0.01254851996319262,-0.04089772448118209,0.041934325836646566,0.028331962489853767,1,0.35556046042947065,2.5115935429595164,1.4204890601253453
7.252,0.4790552532326327,0.012033002568760975,-0.04088003417907116,0.04078969338735318,0.02827388501587578,1,0.41398721533806404,2.3814529630429186,1.4435489830875015
7.503,0.4569585676676245,0.011535402064714342,-0.04094722212075835,0.03972271446797485,0.0282973320590931,1,0.4307911091950837,2.2537272450896864,1.3633300318702564
7.753,0.4363110241670684,0.011070235156459362,-0.04110979354353412,0.038755683778166024,0.028380891329602885,1,0.4122620578196147,2.1373892356217454,1.2547259818068737
8.004,0.41676321476943706,0.010626694442723291,-0.041326636747586284,0.03789784841282313,0.028515471831473432,1,0.4199099293043794,2.0297826620071144,1.1835311158811495
8.251,0.3986190537546902,0.010201836965472623,-0.0415457510176927,0.03713597930540688,0.028668858453468955,1,0.4574494414752596,1.9262452394329495,1.2932142070008152
8.503,0.3812740125152448,0.009782647058052856,-0.041745482200417613,0.03639239042874009,0.028808421558739486,1,0.47298854888448655,1.8247272872715636,1.375467214187566
8.75,0.3660501310823634,0.009390944279524149,-0.04191432888281712,0.035691996094012225,0.028924033067047366,1,0.4762897735428897,1.7322606474912425,1.3996019778854236
9.006,0.35180916037986637,0.008996456990275407,-0.04205999684943114,0.03501109784721463,0.029046479495713626,1,0.4840304650281577,1.6394277761874567,1.3819574507830974
9.255,0.3385877867459978,0.008620908779207462,-0.042149010643757506,0.03442012766856751,0.029189144105631528,1,0.49238162684022346,1.5505765875417319,1.3708568179349834
9.501,0.3258184578599453,0.008270393836886871,-0.04216279495365677,0.033914283809051725,0.0293320556227943,1,0.4915157943695543,1.4680985357017042,1.3708140370965163
9.756,0.3129539819917672,0.007928928102260068,-0.04209969541173702,0.03342294965263811,0.029423112027803035,1,0.47462619891185814,1.3882737276793577,1.3647230104453296
10.005,0.3010078321845114,0.007609909485207795,-0.041971123820334647,0.03292990635038417,0.029410144598269527,1,0.44130406576529707,1.3141419790475153,1.3427593319059947
10.257,0.28930390430077324,0.007297839088971063,-0.04178412496062447,0.03239481494904439,0.02927577651276435,1,0.3976220297405888,1.24174044731934,1.2963863888201852
10.504,0.2781522251349687,0.007002973780754816,-0.04154829653656184,0.03183098593514429,0.029034388848711953,3,0.4001359235657744,1.1732332194090547,1.2038687971291075
10.753,0.26736586147695673,0.0067174735393774445,-0.041256861424740394,0.03125235700224485,0.02872352591450054,3,0.38782164162426214,1.106667867792733,1.1071867605130974
11.002,0.2570738789171884,0.006444198233880756,-0.04090776113142229,0.030706449347575753,0.02839981053252511,3,0.34509417935166,1.042597437927107,1.0124309831858154
11.251,0.24744231124036734,0.006187889573418884,-0.040497107335762034,0.030210962808367332,0.028100811888762973,3,0.29152792656249804,0.9839508562338395,0.9361213470076274
11.501,0.23857862948784564,0.00594823480691608,-0.04002578560614278,0.02975186151818878,0.027829363083964494,3,0.24584897732404823,0.9313921903925982,0.8692766690893355
11.754,0.23056013492293725,0.005719987130848159,-0.03950033578621284,0.029300740132763996,0.02756382725192291,2,0.23942324010092125,0.8829816079529488,0.8108470826308156
12.0,0.2236743633586442,0.005506867346917668,-0.038952250923685885,0.028866032396641303,0.02730395844707794,2,0.2589805093111283,0.8383842362793434,0.7618262094987036
12.255,0.21741600738387531,0.005296359556371392,-0.03835537276997662,0.028430910512071084,0.027039934285191327,2,0.2816012763417451,0.7950827521895603,0.7456774180132485
12.503,0.21190162756155148,0.005101691208764447,-0.037750357379150265,0.028015337610474342,0.026777125408601256,2,0.29197585310420565,0.7562345653572238,0.7316363413427022
12.752,0.20653975716728526,0.004916161335700823,-0.03712569815771718,0.02758187368470812,0.026480276412231114,2,0.2906163310658552,0.7201896661081697,0.7114805449330293
13.001,0.2012184344942139,0.004739490823063147,-0.0364879993208814,0.027115712758219845,0.026133669337932354,5,0.31121125159526525,0.6865781115430398,0.7127037806011646
13.251,0.19614867864520003,0.004570189588249093,-0.03584229104428369,0.02662339708613112,0.02574382852258296,5,0.32484388203583103,0.6551765981732596,0.7091921657139902
13.504,0.19134258189984585,0.004406501875975986,-0.03519178262736489,0.026126096263575625,0.025332797128052056,5,0.3360124628691234,0.6255375058580405,0.6954263992615186
13.754,0.18666513544506666,0.004253296135905574,-0.03455937666668874,0.025662564305391006,0.024940956792118763,5,0.3492422190073979,0.5982931272587234,0.6731603803051465
14.006,0.18185992845469512,0.004106313031121685,-0.03392942648866858,0.025233945255092916,0.02457654941649226,5,0.35741235462450166,0.5724387105494642,0.6572078848492082
14.252,0.17711482390675384,0.0039700866264056845,-0.033326695046434325,0.02485523444064871,0.024254804095646,5,0.3522594934965811,0.5484276212616552,0.640227277498071
14.508,0.17205090373411036,0.003834596652398521,-0.032713071370840764,0.024488748325837605,0.023943567357966933,5,0.3364492161239152,0.5243063899607886,0.6179573002393701
14.756,0.1671228998979662,0.0037074876563154896,-0.032130712885322904,0.024143768935515557,0.023651090784350962,5,0.3177832710526555,0.5013106490698532,0.5876400825220585
15.005,0.16241585201185083,0.0035842923737158337,-0.03156151185367332,0.023801014650064595,0.02336170553632612,5,0.29470112903075224,0.47871647421945057,0.5784786154427632
15.255,0.1579727534935961,0.00346604551067835,-0.031006061071439862,0.023460325714376628,0.02307498910691111,5,0.2675963193225415,0.4568916273454137,0.5810985454430065
15.504,0.1537910989728601,0.0033536213810852673,-0.030466027136384577,0.023125180953064716,0.022792824941977135,5,0.24327244926648825,0.43607128048864513,0.581271463791624
15.755,0.1499739969931791,0.0032467666856759005,-0.029943367476085826,0.02279726676471928,0.02251540747914505,2,0.2455395639122226,0.4163281755708844,0.5838643368800149
16.007,0.14655300654913525,0.0031447999862923457,-0.029441263516694176,0.022477530500436903,0.022242250170102944,2,0.2612194325466302,0.39759209159806397,0.5865869361042213
16.251,0.14347019296729943,0.0030508826364867223,-0.02897683047490228,0.022176905753225635,0.02198183351760731,2,0.2756038484859566,0.3803799041577939,0.5849994367820468
16.505,0.14040609947917773,0.002958694556495388,-0.028516371804758998,0.02187034582897155,0.021711560609513226,2,0.28736816975002294,0.36349301272813805,0.5738716046412351
16.752,0.1375823815435994,0.0028742588536311317,-0.028088672426724318,0.021569056727545142,0.021440178872143018,2,0.29477536326811216,0.34801066654318946,0.5633803463854873
17.007,0.13474113111765512,0.0027913206309519646,-0.027662828575431373,0.02124353052747317,0.02114034801912453,2,0.29862582165826645,0.3328206632729632,0.5453386983192253
17.253,0.13192933310437985,0.002714412121417121,-0.02726458293875996,0.02091128217104218,0.02082863324927946,2,0.29921947727930154,0.31886245902360405,0.5250432319810391
17.508,0.12885617561072643,0.0026372703746136926,-0.026864649524260247,0.02055111558202218,0.02048653700996117,2,0.2981071736825013,0.30509610947100024,0.5073166178399767
17.756,0.1257053592884177,0.002565078127247534,-0.026489455949116825,0.020195950500847087,0.02014664793738068,2,0.29686506535337714,0.29247028961908117,0.4898674929209088
18.004,0.12244025727957648,0.002495880876958892,-0.026125755563949925,0.019846408941958354,0.01981008369421167,2,0.2948857256614473,0.28061371769058213,0.47184263855308584
18.252,0.11917707554352949,0.0024297892112486704,-0.025771113955078223,0.019508776546317993,0.019482116211295038,2,0.29157257509768386,0.26954367352460396,0.4563299609799972
18.501,0.11600606501229427,0.002366406380348255,-0.025422552918592876,0.01918242836705903,0.019160638388038782,2,0.2885117959170004,0.25916715627596176,0.4586804769600263
