t,E_core,absorbed_cum
0.187,0.00017331581838408246,4.860162706754717e-11
0.375,0.010412770985290658,6.749870730655992e-8
0.562,0.0189516250421841,5.4433120308839245e-6
0.75,0.23115637064841765,8.215802525021612e-5
0.938,0.7488435336483614,0.00046428264426487257
1.125,0.9752457252429131,0.0032169152290259053
1.313,3.568317146976763,0.015460568971572861
1.5,4.878398359890058,0.04406473299701219
1.688,6.981640142143361,0.12514287888913148
1.875,13.202639369882414,0.29978076948883436
2.063,13.49712456750174,0.5764462932005269
2.25,18.910798488741733,1.0918320085652136
2.437,23.48027240284166,1.831003094796329
2.625,23.156611977899843,2.8619595560743196
2.812,29.615094905239513,4.367221961670831
3.0,30.236361288720907,6.08361328982536
3.187,31.09854968459214,8.502832328829937
3.375,36.19547627243166,11.265018579455338
3.562,34.0061005426061,14.263285884674104
3.75,36.76569190326291,18.24227801878237
3.937,38.96864208530845,22.001365531036406
4.125,36.05527255008291,26.3327631048954
4.312,40.12610404101897,31.272058993482542
4.5,38.761523270562506,35.81902656887911
4.687,37.47285969760625,41.21672197124385
4.875,41.09990314009729,46.62018732400789
5.062,37.41542188146912,51.84696835464858
5.25,39.01804105036252,57.80873096776945
5.437,40.372683430980665,63.25956588317581
5.625,36.77654438734685,68.89536435929514
5.812,40.44789199766087,74.87412745615245
6.0,38.8078575126809,80.21867894960839
6.187,37.43925415351315,86.10948764005606
6.375,41.03338775136037,91.83748214562179
6.562,37.36249436970325,97.22560175055881
6.75,39.008512858445215,103.2294337172746
6.937,40.41276054456427,108.67900138592948
7.125,36.84072865938545,114.29027814960985
7.312,40.5382003461012,120.22219227915808
7.5,38.92576619637208,125.53978232072542
7.687,37.549278821315475,131.41817436102735
7.875,41.14674543252754,137.12644291877916
8.062,37.47033894313118,142.5213356207075
8.25,39.108889207101406,148.54054004680145
8.437,40.50780625443221,153.99613947963255
8.625,36.92720039912329,159.62747037388652
8.812,40.62757312971526,165.57947235946642
9.0,39.010126603199396,170.90675484712833
9.187,37.626028300159085,176.80094358877315
9.375,41.22523621982004,182.5233608457358
9.563,37.54046504622976,187.92784235824902
9.75,39.16849471337147,193.95945469067036
9.938,40.562973835152135,199.42729288779088
10.125,36.9636492128919,205.07064516319852
10.313,40.20411963641593,211.03406290500794
10.5,38.09699561782455,216.37219878765515
10.688,35.651054289838434,222.27076283514523
10.875,35.06734363444829,227.9733584506454
11.063,30.854555912777595,233.32453569566562
11.25,27.55529631784003,239.1928166633628
11.438,23.45617726283312,244.3222219104085
11.625,19.92105409854109,249.45816971616904
11.813,15.877108652769774,254.52478850612522
12.0,12.600573117152136,258.6392561841167
12.188,10.149068048263693,262.88019192092196
12.375,7.522483443458369,266.37796485278665
12.563,5.8403277452052365,269.2278595937293
12.75,4.314004713170827,271.9037077309363
12.938,3.0867824031389417,273.8774728431078
13.125,2.1840902701765,275.5484056950598
13.313,1.4454920633354458,276.92703970374424
13.5,0.9316101312171634,277.9876901723141
13.688,0.577633951297,278.8461635695522
13.875,0.34911748589582675,279.49111273318783
14.063,0.21974234359776787,279.9491633090063
14.25,0.1455902275464324,280.26460936039587
14.438,0.10631162205587211,280.45958003616835
14.625,0.08230755699210722,280.57830591787416
14.813,0.06611442531246735,280.64667304590205
15.0,0.055380805919529735,280.6870465709411
15.188,0.043839364440766034,280.7129852422255
15.375,0.03700736736632613,280.7300088277315
15.563,0.03018761167328527,280.744699919809
15.75,0.023039124587141364,280.7546170785543
15.938,0.019378159770224192,280.7637226160024
