k,P_rad_steady,E_core_at_off,E_core_end
0,3.9156385015341977,5.4491149437493105,0.0021350275912667624
1,21.978499170222584,28.3745614005592,0.01312396911251471
2,30.274959448846037,39.2032414164159,0.01779487411500076
