t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp
9.751,0.03904575805191649,0.10872593814283069,0.30206871704531374,2.1707006124809304e-16,2.165957140346338e-16,4,0.10715077323296761
10.014,0.03792711107029338,0.10487105406415594,0.30230562839278696,1.3512433006674865e-16,-1.3380221262985555e-16,4,0.13259618836620396
10.277,0.0368855260893917,0.10123899987754997,0.3020427679696342,8.162421048886954e-17,-1.4401233268945804e-17,4,0.1594694860374303
10.511,0.03601603662016852,0.09816440919894226,0.3014369812656164,1.8016227991691306e-16,1.5089863650568083e-16,4,0.17559566659648335
10.776,0.035039663601480475,0.09484874259934771,0.30038784013963926,2.464508987478224e-16,2.3993106220751753e-16,4,0.1770211401197221
11.012,0.03410838707973201,0.09200982285526113,0.2991736993470059,2.982132048970828e-17,-2.1845820047728665e-17,4,0.1659427804537919
11.25,0.033112763352940694,0.08925855490099191,0.2977489124489715,6.622779850061694e-17,-5.375670048940437e-17,4,0.14975087276505847
11.52,0.03197159715284234,0.08626004848286378,0.2959789723525484,4.3737296118774883e-17,3.3018271300581893e-18,4,0.13617681661410821
11.761,0.030987913352928324,0.08368622086217888,0.29433162431370063,1.5731329154382422e-16,-1.544445630994311e-16,4,0.13098857777043013
12.001,0.03006637215368709,0.08121049300185049,0.2926488159420901,2.1282025142420125e-16,2.1177269434170785e-16,4,0.12887721315844028
12.272,0.029142642705414668,0.07855437862962465,0.2906900882609173,8.490628505435962e-17,-7.434015078374481e-17,4,0.12340970799715079
12.513,0.02843122841909056,0.07631097465047706,0.28882961076797764,5.0731684781944917e-17,4.786197722454721e-17,4,0.11423601187209396
12.753,0.027784393566034474,0.07417298014396946,0.28679155897185404,4.823273718820682e-17,4.7447241984801725e-17,4,0.10349420753609238
13.023,0.027058595060317058,0.07188169141916864,0.28423385316528266,1.1496398778786187e-16,9.887218261808547e-17,4,0.09223554132417071
13.264,0.026380641277797382,0.06993340912014101,0.28171592532160866,2.0021612475652268e-16,-1.9659608830409082e-16,4,0.083632618150737
13.504,0.025688858185283478,0.06805654803750856,0.27899156464611025,1.3924642910388394e-16,1.3876539334789516e-16,4,0.07632857558387152
13.775,0.02493579462982912,0.06601959485263605,0.27573255382402956,7.463887097967206e-17,6.17553648804929e-17,4,0.06949748254581138
14.017,0.02430972647600854,0.0642691895789326,0.27271535570235544,1.3730520333754985e-16,1.3656006821256606e-16,4,0.06440466720536199
14.259,0.023726119459720967,0.06257274613638528,0.2696286870064103,1.0149693720892835e-16,9.332634236341702e-17,4,0.05996735905751833
14.501,0.023180011493148626,0.060929887627354164,0.26650328490278985,1.7502671673800706e-16,-1.7353917130790592e-16,4,0.05551559475148572
14.775,0.022605648421294415,0.05914653297785112,0.2629635839423876,1.5089743044470753e-16,-1.4864265840964986e-16,4,0.05011366093839264
15.019,0.022128127174492133,0.05761959078983753,0.2598042409820953,6.886377957175124e-17,6.565261834054021e-17,4,0.04513286285462726
