t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp,Jsq,Jmax
0.251,0.18854222624530517,0.02089098086110214,2.5431317208363113e-17,1.0850730835151223e-5,5.650696995914693e-7,4,0.0059520307224379815,2.17637555194515,3.2856427651186824
0.502,0.3161068522955164,0.026036653947734554,1.7564075194265172e-17,9.804710243531502e-6,3.31744411366232e-6,12,0.003962892390252726,3.401981812733158,4.437831595589911
0.754,0.29839538067938726,0.03144812855952586,1.33991206801784e-13,1.0963558542091989e-5,6.205956734846828e-6,4,0.006995278751331197,5.956031303964073,6.943456704546563
1.001,0.2441583461882114,0.028470824798026876,7.424276995946947e-11,1.1545812192675069e-5,8.040392526171397e-6,12,0.006665118419964768,5.222650911525081,6.242066564862949
1.255,0.2123354283917212,0.022611389519031206,-6.757351255696868e-10,1.0492332828190168e-5,7.4629816811926825e-6,12,0.008379967833574852,4.408275561604677,6.09690085581041
1.504,0.19560725176284466,0.017355187880589314,8.964977621955697e-10,8.320189913317618e-6,5.742008076304612e-6,8,0.011389082504453543,3.5383348956294975,5.074923297021639
1.75,0.1855784472811094,0.01381363460942685,-8.26883594105864e-8,8.147057905778603e-6,5.114460727853186e-6,4,0.021476950220610042,2.605201178173643,3.95307486917359
2.002,0.17810505654112269,0.011618798235628192,-4.5212326199704997e-7,1.0017520607070028e-5,5.487080028142913e-6,4,0.06002634761794231,1.8734589806930442,2.9971282931708765
2.257,0.1714223368054165,0.010146889505680842,-1.0103964171294475e-6,1.2617520165799016e-5,6.290083689800151e-6,4,0.09412955747077097,1.419991009579094,2.340029643649193
2.506,0.16511301239810142,0.009043220689520001,-1.6447108183218121e-6,1.541075991088354e-5,6.961862137338927e-6,4,0.04887519738185561,1.1415325566538983,1.9391519907910535
2.752,0.1591139508487026,0.008162424831821322,-2.488194922273276e-6,1.768343551240507e-5,7.347194285535119e-6,12,0.012894329475561957,0.9549094307949818,1.6739475724974375
3.002,0.15334925645959757,0.0074291691483770695,-4.17742258213454e-6,1.931794173774515e-5,7.511397085327088e-6,4,0.05630966870735067,0.8187402594608313,1.4865378288219566
3.256,0.14793368940872137,0.0068090026987557666,-6.349692550705866e-6,2.062396764539319e-5,7.506305523581357e-6,4,0.08088236511426122,0.7146477189125506,1.3439914666657278
3.508,0.14305268481922953,0.0062900374178866385,-8.50529505850435e-6,2.1667121964921077e-5,7.369122418278428e-6,4,0.09178481527591555,0.6342601175560766,1.235800405766016
3.755,0.13862059840327343,0.00585309392056004,-1.0779636619802056e-5,2.2600283408811756e-5,7.1379449798282285e-6,4,0.09939751692484883,0.5704842958283235,1.1523519462778549
4.002,0.13418637953152568,0.005469895063441044,-1.2973408904435772e-5,2.365177637204026e-5,6.842044027219094e-6,4,0.1044508897301537,0.5167099598474786,1.079087204748845
4.25,0.12921451428644182,0.005130079716356991,-1.4780724969889231e-5,2.4755119872837726e-5,6.50945634577852e-6,4,0.10899825635074815,0.47041455675556487,1.011944923743352
4.508,0.12299228849600469,0.004816105482920012,-1.646958333644002e-5,2.5849537131965512e-5,6.148737706369824e-6,4,0.11267150402602842,0.42880890388638027,0.9566157824713009
4.757,0.11623269809607457,0.00454279595610227,-1.8143106193364895e-5,2.6901362053335736e-5,5.79331692607784e-6,4,0.1155412928582582,0.39365279303790673,0.901962760322111
