t,E_core,E_kin,E_field,absorbed_cum,gauss_res
0.025,0.0014916722105195103,0.0014516761755987216,5.384124938167739e-5,1.3945165299052785e-7,6.741e-7
0.15,0.0014604680212841844,0.001421292955890003,5.285331500125242e-5,3.418581908195154e-7,3.032e-6
0.275,0.0014305818473190684,0.0013904162559918755,5.3825093612981584e-5,4.201219630948625e-7,7.182e-6
0.4,0.0014020234852572158,0.0013597013322372412,5.6009006200190343e-5,4.832363008062837e-7,1.227e-5
0.525,0.0013746055301227162,0.0013312833258349943,5.7107663674181835e-5,5.447049829476741e-7,1.971e-5
0.65,0.0013482594222336043,0.001304895518655128,5.726810000665048e-5,6.064199550900149e-7,2.996e-5
0.775,0.0013229444370198263,0.0012800064801132744,5.694587392924732e-5,6.681085631168077e-7,4.191e-5
0.9,0.0012985134755709247,0.0012560189948391891,5.6666880407602334e-5,7.309071586300538e-7,5.464e-5
1.025,0.0012749853350765134,0.001232143266032885,5.7173791831320276e-5,7.923050551603005e-7,6.81e-5
1.15,0.0012523925840361035,0.001208014501137588,5.880094189245761e-5,8.508667500973706e-7,8.317e-5
1.275,0.0012306034437511411,0.0011840634577450133,6.108013344613274e-5,9.090934831423692e-7,9.944e-5
1.4,0.0012095924251897484,0.001160636661534289,6.360725893038003e-5,9.684849557475202e-7,0.0001155
1.525,0.0011893483272946304,0.0011376573707095167,6.641723435991285e-5,1.030626891153087e-6,0.0001305
1.65,0.0011697757432777545,0.0011152314737671862,6.937324789676216e-5,1.0923790636445708e-6,0.0001459
1.775,0.001150869341560653,0.0010934500196074007,7.234488433995459e-5,1.1494169021121203e-6,0.000161
1.9,0.001132619064654397,0.0010722390691130796,7.536659155595113e-5,1.2049606563311104e-6,0.0001753
2.025,0.0011149211252197923,0.001051594317581681,7.841042843797266e-5,1.2603206646255235e-6,0.0001891
2.15,0.001097816033591541,0.0010316031987455537,8.136096330903282e-5,1.3116459366991214e-6,0.000202
2.275,0.001081268037130884,0.0010123792605912906,8.407560661747352e-5,1.355204088795722e-6,0.0002137
2.4,0.0010652165934072737,0.0009940104794168686,8.643192982715013e-5,1.394774896142721e-6,0.0002242
2.525,0.0010496402440146294,0.0009766213391593523,8.827694639252856e-5,1.4315272502878056e-6,0.000233
2.65,0.0010345167034737414,0.0009603750935897487,8.941867150373015e-5,1.466252460474877e-6,0.0002399
2.775,0.0010198134852287188,0.000945335139795531,8.976376299332862e-5,1.4998583700124804e-6,0.0002456
2.9,0.0010054901858024391,0.0009314463880132679,8.934314501754049e-5,1.529637155353381e-6,0.0002498
3.025,0.0009915204000206126,0.0009186027091208184,8.823796594886797e-5,1.5565648972264658e-6,0.0002521
3.15,0.0009778993851191767,0.0009066887462399524,8.654237904589385e-5,1.5804681072128558e-6,0.0002529
3.275,0.00096459197674652,0.000895614119534027,8.43281658678242e-5,1.6004496923701305e-6,0.0002522
3.4,0.0009516007332490614,0.0008853006510112945,8.165469756638401e-5,1.6173896996642993e-6,0.0002499
3.525,0.0009389032327863729,0.0008756530301346093,7.860121782204618e-5,1.6325522795958303e-6,0.000246
3.65,0.0009264622294392597,0.0008665655512925752,7.526086328038633e-5,1.6462039082857461e-6,0.0002406
3.775,0.0009143080290754212,0.0008579342579733553,7.172707296910331e-5,1.6589834651690796e-6,0.0002337
3.9,0.0009024081814273235,0.0008496563939154084,6.809429694563363e-5,1.6711424476401065e-6,0.0002255
4.025,0.0008907566488226996,0.0008416290058756225,6.44591745821817e-5,1.6826365224868346e-6,0.0002163
4.15,0.0008793586055243497,0.000833750395698794,6.091792622083047e-5,1.6936725924874544e-6,0.0002062
4.275,0.0008681965854067294,0.0008259241917410903,5.7563250335211285e-5,1.7036535047187693e-6,0.0001955
4.4,0.000857277201332843,0.0008180655148575769,5.44768398301112e-5,1.7123188543153566e-6,0.0001843
4.525,0.0008465922970133836,0.0008101043811986282,5.1725347393756174e-5,1.719976585527461e-6,0.0001726
4.65,0.0008361388345016008,0.0008019860592036479,4.9360502787733175e-5,1.726844076285776e-6,0.0001606
4.775,0.0008259167041641343,0.0007936774450690858,4.741283889902301e-5,1.7329077643846537e-6,0.0001484
4.9,0.0008159192845416548,0.0007851741849541115,4.588386839579078e-5,1.7383077054548605e-6,0.0001363
5.025,0.0008061444502438489,0.0007764996672782337,4.474688300767159e-5,1.743251417315054e-6,0.0001247
5.15,0.0007965874595729866,0.0007676964492310237,4.39554973050538e-5,1.7478582168697157e-6,0.0001137
5.275,0.0007872414772697265,0.0007588168579995699,4.345293620121606e-5,1.7522195243568436e-6,0.0001039
5.4,0.0007781037930456763,0.000749918012060999,4.3177289092598754e-5,1.7563600040480395e-6,9.557e-5
5.525,0.0007691648472755165,0.0007410598040449726,4.30635440444705e-5,1.7603067871286752e-6,8.877e-5
5.65,0.0007604222022995969,0.0007323022875669491,4.304604839959073e-5,1.7640982949081433e-6,8.36e-5
5.775,0.0007518662088298902,0.0007237006441896705,4.306356929478382e-5,1.7677561461958395e-6,7.998e-5
5.9,0.0007434924952466713,0.0007153000340998253,4.306463836494718e-5,1.7713096988090862e-6,7.773e-5
6.025,0.0007352934511883608,0.0007071331408297396,4.301034125743297e-5,1.7747517768673773e-6,7.655e-5
6.15,0.0007272629312630778,0.0006992197556088548,4.287458217356314e-5,1.7780874098836944e-6,7.612e-5
6.275,0.0007193950365887776,0.000691566598511813,4.26441146948808e-5,1.7813246909262235e-6,7.609e-5
6.4,0.0007116817624155068,0.0006841666221918896,4.231929471819331e-5,1.7844569318951387e-6,7.616e-5
6.525,0.0007041181322705551,0.0006769994461727368,4.1914128180056235e-5,1.7874831343264165e-6,7.612e-5
6.65,0.0006966970797074317,0.0006700336747069742,4.145463576803191e-5,1.7903975785990324e-6,7.581e-5
6.775,0.0006894163462541039,0.0006632300745991505,4.097580157469106e-5,1.7932202405944123e-6,7.517e-5
6.9,0.0006822709806999756,0.0006565448075347018,4.051780118648737e-5,1.7959771765378977e-6,7.424e-5
7.025,0.000675259790474108,0.0006499329385845245,4.012236314395912e-5,1.7986910709536344e-6,7.309e-5
7.15,0.0006683786644845574,0.0006433515022960047,3.9829550445292416e-5,1.8013706363125827e-6,7.186e-5
