k,E0,Eend,tau,gauss_residual
0,0.00019306709313132554,0.00016973469972004468,276.0508818657184,0.0013396157862388888
1,0.00078112586681023,0.00040666755239841243,125.20204440653394,0.0025790199181772466
2,0.0013919445761384284,0.0003370536604257606,74.33805881794076,0.0032263876623940526
