t,E_core,E_kin,E_field,absorbed_cum,gauss_res
0.025,0.00040295774102871377,0.0003842161862008145,1.9870214011345905e-5,1.4079365137897063e-7,6.546e-7
0.15,0.0003966327145981804,0.0003781929066412963,1.9359748132097006e-5,3.4517057927367904e-7,1.285e-6
0.275,0.00039050894239838857,0.0003718162595385648,1.9552878879514313e-5,4.234659957551773e-7,3.167e-6
0.4,0.0003845950344173667,0.00036514070304124134,2.0305777436823627e-5,4.83277023808797e-7,5.463e-6
0.525,0.00037889513723808946,0.000359047315046909,2.0700956818496787e-5,5.369079000274627e-7,7.802e-6
0.65,0.0003733356887114469,0.0003535620634128924,2.0677768898402785e-5,5.908742261524846e-7,9.612e-6
0.775,0.0003679381958255535,0.00034834385888157945,2.056434285915697e-5,6.468210432099861e-7,1.134e-5
0.9,0.0003627597348267859,0.0003432230951219512,2.052716659767644e-5,6.996123945079327e-7,1.477e-5
1.025,0.0003577641287346418,0.00033816538614933004,2.059194874792854e-5,7.493802159446139e-7,1.917e-5
1.15,0.00035293856593488545,0.0003332007101058285,2.071707718123171e-5,7.994747642613672e-7,2.275e-5
1.275,0.00034825075800186617,0.0003283745075760337,2.0853588501586183e-5,8.451869059115768e-7,2.597e-5
1.4,0.00034369345982808246,0.00032371642683385433,2.0967084483704803e-5,8.834426442666023e-7,2.849e-5
1.525,0.00033928599502304485,0.00031924028673984355,2.1033371661850577e-5,9.174888552766951e-7,3.023e-5
1.65,0.00033500842317796796,0.0003149437923255502,2.1043524821750825e-5,9.517749200017786e-7,3.085e-5
1.775,0.0003308165436195311,0.00031078991115056316,2.1027700534874664e-5,9.86467754431836e-7,3.042e-5
1.9,0.0003267567799394554,0.00030671501352189665,2.1050638846473525e-5,1.0146924472345077e-6,3.018e-5
2.025,0.00032283132994398277,0.0003027059593103103,2.1121515452649127e-5,1.0366714160618436e-6,3.033e-5
2.15,0.0003189978653607293,0.0002988415862582555,2.1151155529373188e-5,1.0590675490719955e-6,3.074e-5
2.275,0.00031527299512418814,0.0002951865573018724,2.1070528342560166e-5,1.080142453418115e-6,3.137e-5
2.4,0.00031164706539045945,0.00029170261038547943,2.091491157223549e-5,1.0970891056707392e-6,3.224e-5
2.525,0.00030809996794093893,0.00028833480221665173,2.0734227763020495e-5,1.1121552217075798e-6,3.324e-5
2.65,0.00030465057174387805,0.0002850939232938577,2.051516311414069e-5,1.125135972399272e-6,3.412e-5
2.775,0.0003012833335608042,0.00028199139583864137,2.024080142599844e-5,1.1370501203720878e-6,3.464e-5
2.9,0.00029799215581617026,0.000278980997270165,1.9953290505848127e-5,1.1481354761041207e-6,3.486e-5
3.025,0.0002947742728963582,0.00027600521292607067,1.9708208651237017e-5,1.1578160978334847e-6,3.539e-5
3.15,0.0002916371329102585,0.00027303477193370366,1.953172706867411e-5,1.1668069727925877e-6,3.645e-5
3.275,0.00028857529171150733,0.00027006367023423353,1.9427142070441138e-5,1.1755028288322057e-6,3.76e-5
3.4,0.00028556854946014154,0.0002671047436196955,1.9379355393779562e-5,1.1838798074695867e-6,3.873e-5
