k,E0,Eend,tau,gauss_residual
0,0.00040425109563435265,5.0109677769190236e-5,50.87597941104062,4.494885972434702e-5
1,0.0014980821271515933,0.00010566897078133834,42.55336644722819,0.00012516622366633314
2,0.0018919851473935727,0.0001346266896883775,40.669767741824785,0.00014691337910253821
