t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp,Jsq,Jmax
14.005,0.024908996230224186,0.001066653857752594,-6.158140564260209e-5,5.88104441160264e-5,-3.644798070084383e-6,12,0.005289170629573106,0.046869231221120085,0.15354069214403854
14.255,0.024492439280696148,0.0010299067593898823,-6.140848290713593e-5,5.918126466726983e-5,-3.7920004498837e-6,4,0.011857522396634746,0.04453726401399003,0.14729854774897816
14.505,0.02513887150292598,0.0009939480678918984,-6.121254717603804e-5,5.961274743054747e-5,-3.892265554123828e-6,4,0.014724242739020123,0.04269566639299502,0.14317690312438566
14.756,0.026192419442778572,0.0009589002156774738,-6.09853606604498e-5,6.0032806520720384e-5,-3.943445389264278e-6,8,0.009585442130051936,0.04120658720815373,0.14171667594588488
15.007,0.02659083508233663,0.000925852048916746,-6.0732288039107784e-5,6.032607402619897e-5,-3.953128795288284e-6,4,0.02116579747910228,0.0398837352057631,0.13995053351347625
15.261,0.025575642002184876,0.0008958448971048639,-6.050027387873312e-5,6.039898560345078e-5,-3.936733009941599e-6,4,0.04006042322507119,0.03857198468340695,0.13705191141980846
15.501,0.023477865276484954,0.0008710395553031287,-6.03212490952819e-5,6.0230043343474817e-5,-3.9142213706410955e-6,4,0.05010053712916383,0.03728064406683681,0.13327176537310698
15.755,0.021257351528821106,0.0008486656425046853,-6.014721522597352e-5,5.983173464857391e-5,-3.896928694218745e-6,4,0.05184355555136228,0.03587468431998514,0.12843512708696192
16.007,0.020419443280488316,0.0008300379979648836,-5.997316767199028e-5,5.930299626172954e-5,-3.894647791863593e-6,4,0.042670776731516646,0.03450899007733787,0.12364504678685265
16.258,0.021109871282342398,0.0008141188190158078,-5.9803338750728026e-5,5.874818949612388e-5,-3.913628055431369e-6,4,0.020689027320312185,0.03324346451512301,0.12032675599163535
16.511,0.0217861752250597,0.0007997735949562199,-5.96520363447229e-5,5.825235971050239e-5,-3.957592451685015e-6,12,0.005640901015512034,0.03212674072145064,0.11882967910330103
16.766,0.019886109977701846,0.0007858879256397344,-5.9543352977632375e-5,5.786905954878095e-5,-4.022245414455349e-6,4,0.012202341309363068,0.031161337656195345,0.11775633360832193
17.006,0.01534614502531145,0.0007723625102719012,-5.948641943472754e-5,5.761521879857199e-5,-4.087982305243739e-6,4,0.011471720094647385,0.03035470744042114,0.11580438840846431
17.264,0.010172399300834415,0.000756645998568647,-5.946278193493665e-5,5.7434437423416064e-5,-4.146854129697686e-6,4,0.010136819303518022,0.029554726007101642,0.1129451674372449
17.508,0.007721778945645144,0.0007403751277861443,-5.945789277660808e-5,5.7330373522253304e-5,-4.184275304005581e-6,4,0.012295444728528025,0.028831041926081248,0.11000526923754053
17.75,0.00839637249895892,0.0007226998507746506,-5.94524165577271e-5,5.727429710023686e-5,-4.210151770929582e-6,4,0.0128151076281981,0.0280918947075846,0.10769891608870939
18.008,0.010822607778740487,0.000702785177350362,-5.9438643802955916e-5,5.724619865464294e-5,-4.239610702843846e-6,4,0.008763211856038875,0.027240967507046777,0.10607935442070536
18.265,0.012639143353614306,0.0006825441491840395,-5.941267416958616e-5,5.721887764076045e-5,-4.283894600315752e-6,4,0.004468462366229619,0.026315652955167624,0.10466124949387766
18.506,0.013062914692995798,0.0006636640984297726,-5.9382983219128315e-5,5.717536592139466e-5,-4.34322341849295e-6,12,0.003272025401042703,0.025395769621279537,0.10289706987787457
18.762,0.012744935932100222,0.00064389807966876,-5.93414501761417e-5,5.71268848095073e-5,-4.422284606219929e-6,4,0.005650304846371843,0.024393125044085126,0.10053451184616022
19.003,0.01239112695259377,0.0006261130474211272,-5.9282540030409706e-5,5.7125324222600644e-5,-4.503687734434108e-6,4,0.010713403300847784,0.02346947799617468,0.09786663843419224
19.259,0.012134212406511942,0.0006084057116317842,-5.919904697357042e-5,5.722861201557431e-5,-4.589525618216641e-6,4,0.015984366889090024,0.022533943030346226,0.0947407440257717
19.515,0.011806702450594278,0.0005922259209497648,-5.911242230715799e-5,5.747303857275422e-5,-4.667508778448826e-6,4,0.0187140007261946,0.021665581929064114,0.0915197757512735
19.756,0.011495094915452139,0.0005782822268094213,-5.904176803723e-5,5.782399665048266e-5,-4.729596457244839e-6,4,0.01835075952436926,0.02091517506274022,0.08866853921738145
20.012,0.01151306637585316,0.0005642943276195427,-5.8980193707451834e-5,5.828708953308439e-5,-4.7793319197178e-6,4,0.01828776018527038,0.02018181450131277,0.08600557833248379
20.253,0.011879293171055261,0.0005516987600390644,-5.893446854775031e-5,5.874651654806402e-5,-4.804389194048866e-6,4,0.020883490009828653,0.019557384338516923,0.08369647062610465
20.511,0.012040790425451982,0.0005387346212880589,-5.889225665961257e-5,5.919061377359131e-5,-4.804713028575066e-6,4,0.028360889060330137,0.018955681896902624,0.0816524895324702
20.754,0.011414085664684638,0.0005270565499538322,-5.884979918733006e-5,5.9497392798079974e-5,-4.7863908486862655e-6,4,0.036707651953358025,0.01843648571259953,0.08166408467118537
21.015,0.01013601098481275,0.0005151506487044032,-5.879875263184415e-5,5.964441421771667e-5,-4.7626452988464855e-6,4,0.047084801586994955,0.017902776770357433,0.08140454351952824
21.261,0.009065622387082282,0.0005045900069179266,-5.874697136434018e-5,5.9575609821373396e-5,-4.7492538043556015e-6,4,0.05512364797159722,0.017397777425983064,0.07992695044018278
21.506,0.008610550335931659,0.0004947000930036502,-5.869125441260658e-5,5.9312265691706216e-5,-4.748220573387688e-6,4,0.05738029733190154,0.016875101788043995,0.07792082053064513
21.766,0.008702562922239004,0.0004848783160247427,-5.8630416471844424e-5,5.8879889489924936e-5,-4.7587907357788544e-6,4,0.051755497287653385,0.016300339224152225,0.07555601108229641
22.007,0.008605856848906187,0.00047621158762638834,-5.8576047965774517e-5,5.84223560447195e-5,-4.77985712807013e-6,4,0.042078910085337796,0.0157610388066753,0.07326556534857186
22.265,0.007686664612421435,0.0004672823206380192,-5.852305982426251e-5,5.798589850302354e-5,-4.8172244447232285e-6,4,0.03302169646193956,0.015211777666959797,0.0708025501167339
22.509,0.006597431904891853,0.00045881720544660567,-5.847914952722942e-5,5.7714920532986734e-5,-4.865740342299543e-6,4,0.032313066662564,0.014727780856552262,0.06843599519524603
22.754,0.006198853651258833,0.0004498939874916132,-5.84421239979744e-5,5.764177257867413e-5,-4.9201654122553925e-6,4,0.0382507132946149,0.01427650744418753,0.0667282456032896
23.014,0.006698085678519504,0.0004397490290421832,-5.841170279931074e-5,5.7805292546320725e-5,-4.971988524829203e-6,4,0.04561585520376299,0.013837892625771252,0.06590655056959148
23.255,0.00735927425414513,0.00042978133018128613,-5.839167584995763e-5,5.815269597848334e-5,-5.004271691796286e-6,4,0.052038568648049864,0.01346962902681225,0.06494352578840781
23.509,0.00754531444554957,0.00041898544641670295,-5.837546517811846e-5,5.8651741235449706e-5,-5.018836928482238e-6,4,0.05720404092646771,0.01311878066928666,0.06501477908605374
23.761,0.0069702603071290095,0.000408373134973886,-5.835773763839349e-5,5.918173012614985e-5,-5.017214119197406e-6,4,0.061434463594427606,0.012794703454043255,0.06408954224197216
24.015,0.005863735013821434,0.00039826189459693956,-5.8334260226009524e-5,5.963249654846772e-5,-5.004772801688247e-6,4,0.0654709638084315,0.012474854883761008,0.06324717034080518
24.255,0.004723131402139942,0.0003893701739531633,-5.8307473993268364e-5,5.9894450844958344e-5,-4.988056752040023e-6,4,0.06837943678875034,0.01216086905339625,0.06196278072014518
24.514,0.0038438096985177316,0.00038054254962062797,-5.8273597554094384e-5,5.994182328029202e-5,-4.9708072393853e-6,4,0.07235072988272326,0.0118017580071586,0.060510663459337366
24.759,0.0036742913879241547,0.0003729649195704904,-5.82330430777512e-5,5.976412245729687e-5,-4.96028190554361e-6,4,0.07679492012482216,0.011448702498245884,0.05921656696263868
25.001,0.004212226002155578,0.0003662455914747894,-5.818047510147901e-5,5.9427061752165134e-5,-4.957071737828929e-6,4,0.08048161232776614,0.011101059239248853,0.05798149545000843
25.259,0.005231084986241153,0.00036005515350454287,-5.811231342735631e-5,5.8988381922678926e-5,-4.959007497608911e-6,4,0.08218209729503746,0.010757328987152426,0.05665986233085882
25.515,0.00612236707960751,0.0003547486903443656,-5.8038429354369063e-5,5.8566006704181245e-5,-4.9606952795332235e-6,4,0.08147468443537412,0.010454344471865506,0.05551573673475063
25.757,0.006464393059602165,0.00035032378945329564,-5.79697321444449e-5,5.824960692879063e-5,-4.957110653248618e-6,4,0.0799667480168763,0.010207480357063897,0.05459289999874406
26.002,0.006366178084804661,0.00034610768158311304,-5.790496567484836e-5,5.804299718698118e-5,-4.945832528959254e-6,4,0.07919905942030382,0.009989094426777284,0.05391010111743297
26.265,0.00616840845114575,0.00034148780136494274,-5.784053058749579e-5,5.795010484075638e-5,-4.925561917430146e-6,4,0.07976111400584814,0.009777455666090902,0.05331412460650491
26.513,0.006228325098334057,0.0003367964228033592,-5.778033228491308e-5,5.796553486504366e-5,-4.90164515104429e-6,4,0.08091088846023958,0.00959016610589572,0.052551232295284744
26.759,0.006546357465014382,0.00033172386618821287,-5.771660025853789e-5,5.804971840174098e-5,-4.8772867838193145e-6,4,0.08257211650830863,0.009408214043683421,0.05170448681549628
27.004,0.0068637025916997545,0.00032636528470023654,-5.764780518099623e-5,5.8168571157323656e-5,-4.856260516747911e-6,4,0.08557024830459148,0.009227142158143596,0.05078847134593594
